author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,date,hashtags,source,retweets,replies,likes,quote_count
1398747840,Joeanthony_nyc,454,91538,#Hope USA #Constitutional defend #Democracy🌐 🇺🇸 by all GoodOverEvil means necessary-#COVID19 1Mn20K?-1Mn51K dead 92.19Mn cases~test early demand Paxlovid💊😷,#StGeorge~#StatenIsland~#NYC,#Hope #USA #NYC #Children 5-11 #GetBoosted #Booster #vaccines 5 months post #COVID19 primary (#Pfizer #Moderna 2 dose) #vaccinations #unvaxxed #GetVaccinated https://t.co/BuxvGRYHLm,2022-07-11 14:32:00+00:00,2022-07-11 14:32:00+00:00,[None],,0,0,0,0
20592308,polkcohealth,4286,4448,Provide clinical services to uninsured and under-insured. Engage in community partnerships that promote and improve our collective health and wellness.,"Des Moines, Iowa",The Health Department is now vaccinating children six months and older with the #COVID19 #Pfizer and #Moderna #Vaccines. Individuals can register their children for an appointment at https://t.co/jTZ2Nbp4Pp. https://t.co/JrI7xiqgKz,2022-07-08 17:32:43+00:00,2022-07-08 17:32:43+00:00,[None],,3,1,2,0
828281213421027329,MichaelOngRisk,3904,14875,"Finance expert in enterprise #risk management, #banking, and capital #markets; Professor of #Finance; #Physics; #Mathematics; Seeker of Light; Upholder of Truth",,Only in WASTEFUL America do we throw away 30 million doses of unused COVID-19 vaccines - WHY NOT send them overseas to poor countries struggling to survive??? #vaccines #covid19 #medicines #healthcare #America #wasteful #Pfizer #Moderna #Merck #pharma  https://t.co/hYRbu6omMF,2022-07-07 17:48:29+00:00,2022-07-07 17:48:29+00:00,[None],,0,0,2,0
1482889764118405124,american1828,275,16306,"American history researcher.  AMER'ICAN, noun A native of America; originally applied to the aboriginals, or copper-colored races, found here by the Europeans.",America,doc how do you it wasn't if you don't know what caused the adverse reaction in my mom's arm? No answer. Mom gets angry at me for asking. She's 86. RT #AdverseReactions #COVID #COVID19 #vaccines #pfizer #johnsonandjohnson #moderna #MercyHospital in #Baltimore #fauci #Billgates https://t.co/N0T0RniKnt,2022-07-07 12:23:12+00:00,2022-07-07 12:23:12+00:00,[None],,0,1,0,0
1380299151213088770,DarnTees,67,12248,"A PureBlood fighting the propaganda industrial complex.
USMC Veteran",CA AZ,"#America #USA #parents did u know our government was one of the few in the world who doubled down on 2nd #COVID19 #vaccines &amp; #boostershots #boosters for #children ?!?
Why politics over science? @TheDemocrats #Pfizer #Moderna #Fauci @CDCDirector @WHO @AmerMedicalAssn",2022-07-06 20:39:25+00:00,2022-07-06 20:39:25+00:00,[None],,0,0,1,0
26685634,tennischick38,707,13287,"LUV tennis,golf,swimming,music, the beach","out there, somewhere!","“The proposed move by VRBPAC will increase harm to #USA public w-unprecedented levels, this action will further circumvent necessary clinical trials even beyond the slapdash testing of #COVID19 #vaccines under Emergency Use Authorization.” #Pfizer #Moderna
https://t.co/O7zzNRmSnq",2022-07-06 10:41:36+00:00,2022-07-06 10:41:36+00:00,[None],,1,0,1,1
417272551,woodrailking,141,10396,,,".

What if I told you

This sudden increase in heart attacks isn't a mystery to the unvaxxed

.
#vaccines #boosters #vaccineinjured #damage #CrimesAgainstHumanity #covid #covid19 #HeartAttacks #myocarditis #BloodClots #pfizer #moderna #BigPahrma #fauci #unvaxxed #mystery #meme https://t.co/OdhPNuWGp3",2022-07-03 19:19:23+00:00,2022-07-03 19:19:23+00:00,[None],,0,0,2,0
343984275,BudapestEmb,790,3247,"Account run by the Embassy of Georgia to Hungary, Republic of Croatia and Montenegro","Budapest, Hungary","Dr. Katalin Kariko&amp;his colleague Drew Weissman, created the mRNA synthesis technology. It's thanks to this technology that #BioNTech, #Pfizer &amp; #Moderna were able 2 develop #vaccines against the #COVID19.",2022-07-01 16:56:49+00:00,2022-07-01 16:56:49+00:00,[None],,1,0,2,0
1207469637065162752,baker_brittany_,132,18669,"mood reader•cooking, baking, & sourdough enthusiast •💖💛💙•anarchist in training• #booktwt",Florida,"Anyone in SWFL know which pharmacies have #Pfizer stocked? 
 
I tried googling and the internet said “yeah cvs!” But cvs then said “nope. Just #Moderna.” 
 
#Florida #COVID19 #vaccines #VaccinesWork",2022-07-01 14:00:46+00:00,2022-07-01 14:00:46+00:00,[None],,0,0,0,0
1950352879,ICR360,157,1314,"A Risk/Crisis Management Platform that Leverages Peer and Expert Information , Advice & Experience for Global NGO's, Risk, Crisis, Emergency, Security, HR Mgrs",Singapore / New York / London,"Daily Crisis Briefing
Read more and download the latest crisis briefings at 
at https://t.co/VFiGIdZcfw
#internationalnews #crisis #virus #crisismanagement #pandemic #vaccines #covid19 #outbreak #coronavirus #quarantine #fda #booster #pfizer #moderna #china https://t.co/7Pm70Zp368",2022-06-29 08:24:09+00:00,2022-06-29 08:24:09+00:00,[None],,0,0,0,0
61083422,theSundaily,162106,221935,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,Petaling Jaya,"Neither Moderna nor Pfizer have yet produced such vaccines at scale, but representatives from the companies said they could move to production within three months.

#theSun #theSundaily #vaccines #Omicron #COVID19 #Pfizer #moderna 

https://t.co/K2RfizHMHa",2022-06-29 02:53:48+00:00,2022-06-29 02:53:48+00:00,[None],,0,0,0,0
1474523642,LucindaRhysEvan,385,1756,"Ex writer returns to SM (social media!) after too long with her head in the sand.

For Freedom, Peace and Justice.

P.S. Books cheaper if you 'Look Inside'!",,"""New paper by British #Medical Journal Editor Dr. Peter Doshi analysed data from #Pfizer &amp; #Moderna #Covid19 #vaccine trials &amp; found #vaccines more likely to put you in hospital with serious adverse events than keep you out by protecting you from #Covid."" https://t.co/15ual3X0d8",2022-06-29 00:55:27+00:00,2022-06-29 00:55:27+00:00,[None],,1,0,2,0
1518486351619919874,curious_gaijin,121,676,Living in Japan for over 20 years. Father of two mixed-race（ハーフ）children. University prof. In love with Japan. Fighting against discrimination.,,"Some are just fear mongering based on the study below. #Vaccines remain our best bet. Informed consent rather than mandating is, arguably, the best approach. #Pfizer vaccine is safer than #Moderna, in terms of myocarditis secondary effect.
#COVID19 
https://t.co/CEVYdNec6F https://t.co/DdU4nZltmQ",2022-06-26 02:17:10+00:00,2022-06-26 02:17:10+00:00,[None],,1,3,1,0
1171094932586733570,CryChrs,13,74,,Llazzitània profunda,"Congressman Jim Jordan: The Government is lying to us about the #vaccines⁉️

""When the government told us that the vaccinated couldn’t get #COVID19, was that a lie or a guess? ""

Dr. Birx: “I don’t know.” 

#COVID19 #VaccineDeaths 
#novax  #pfizerdocuments 
#Pfizer #Moderna #AZ https://t.co/znm42dwGzV",2022-06-25 15:29:38+00:00,2022-06-25 15:29:38+00:00,[None],,2,1,6,1
1493332839105974278,_Prometeusz_,33,4856,,,"""#Pfizer and #Moderna #mRNA #COVID19 #vaccines were associated with an increased risk of #SeriousAdverseEvents of special interest..."" ( https://t.co/gcrHF84hx3 ) #SARSCoV2 #VaccineSideEffects #EarlyTreatmentWorks $MRNA $PFE https://t.co/0kFSHpph84 https://t.co/qnUoOewDEz",2022-06-24 19:42:47+00:00,2022-06-24 19:42:47+00:00,[None],,0,4,2,1
729406169085845504,yardsafterkatch,11,471,Daily Covid-19 vaccine injury news and updates.,,"#cvind #Covid19 #vaccines #vaccineInjuries #vaccineInjured #pfizer #moderna #astrazeneca #cdc #fauci #myocarditis 

COVID-19 Myocarditis: An Emerging Clinical Conundrum

https://t.co/XHxrEyXMk6",2022-06-23 16:19:59+00:00,2022-06-23 16:19:59+00:00,[None],,0,0,0,0
1502032088572309504,kwaglobal,18,2368,"News, info and strategies to survive and thrive in perilous times, using the timeless wisdom of the Christian Scriptures as a guide.",Canada,"#COVID19 #vaccines more likely to put you in #hospital than keep you out, #BMJ editor’s analysis of #Pfizer and #Moderna trial data finds: https://t.co/kahDC5jejm",2022-06-23 04:07:40+00:00,2022-06-23 04:07:40+00:00,[None],,0,0,0,0
29909029,ElleLatham,822,52866,Fmr Actor/Writer/Director Current Photog Photos: https://t.co/yEMtqmDwop Podcast Hostess & Researcher. Sometimes I find the truth and share it on this shithole website.,"Hollywood, CA for some reason",Take those “vaccines” and shove them up your corrupt ass. Do the same with your propaganda. #Vaccines #COVID19 #Children #WednesdayThoughts #FDA #CDC #Pfizer #Moderna #Propaganda #scamdemic https://t.co/GwXgQwXZ5u,2022-06-22 20:59:56+00:00,2022-06-22 20:59:56+00:00,[None],,4,0,3,0
2497705986,elephunk101,2847,6423,,,"Just a reminder: Transcripts from Q4 2021 Earnings Calls Transcript. 

Soon! 😉🚀 👇👇👇

#Covaxin #Vaccigen #HealthCanada $ocgn $ocugen #ocgn #Covid19 #Delta #Omicron @Ocugen
#Pediatrics @bharatbiotech 

#AstraZeneca #covid #Novavax #Pfizer #Moderna #mRNA #vaccines #Delta https://t.co/nz1iNisT55",2022-06-22 15:51:03+00:00,2022-06-22 15:51:03+00:00,[None],,9,2,35,1
1196968450922553344,Odam_MGCV,254,227,"Creating easy access and availability to administer covid vaccines to anyone who qualifies and needs a shot

----------First Care Best Care----------","2139 44th Ave. N. Mpls, 55412","Here's an update concerning today's covid vaccination. 
Walk-ins are encouraged #COVID19 #kidsshot #Pfizer #Moderna #vaccines.

💥Shots for kids below 5yrs will be given in the thigh
Event starts at 3pm to 7pm https://t.co/Io5eKPpS9R",2022-06-21 19:59:51+00:00,2022-06-21 19:59:51+00:00,[None],,0,1,2,2
105918870,CaraSantaMaria,79307,33869,#SciCommFTW | 🎓 #ExistentialPsychology 🎓 | 🎙 @TalkNerdy_Pod & The @SkepticsGuide 🎙| 📺 @NatGeoChannel #BrainGames etc etc. 📺 | 🏳️‍🌈 she/her 🏳️‍🌈,Los Angeles,"Nasal vaccines for COVID-19 offer hope but face hurdles. 💉

#NasalVaccines #COVID19 #Vaccines #Pfizer #Moderna #Virology #NasalSpray 

https://t.co/o4dhvrMrnN via @ScienceNews https://t.co/oOjcjAcrWp",2022-06-21 16:50:00+00:00,2022-06-21 16:50:00+00:00,[None],,2,0,5,0
2260679516,2fp_s,437,11966,"I'm talkin 2 myself • @ayjchan @jamiemetzl @r_h_ebright @ydeigin
r Limited Hangouts concerning #covid #origins
•#wef's #GreatReset #PsyOp 
• Wall St #heists",We're cattle to them.,Hey @Jikkyleaks is it still correct 2 say that NO ONE has sequenced ANY EXPRESSED protein from the #mRNA's from either the #pfizer or #moderna #COVID19 #vaccines? https://t.co/OBisUwCiC5 https://t.co/wWrGZ9ANO4,2022-06-19 12:40:33+00:00,2022-06-19 12:40:33+00:00,[None],,21,6,49,3
2485094839,AlexMartiniuk,1223,8762,"Professor Epidemiology, University of Sydney, Honorary Senior Research Fellow The George Institute for Global Health, Adjunct Professor University of Toronto",,"“Cheng – who is a member of ATAGI – said that it was likely the #Moderna and #Pfizer #vaccines would be “rolled out in a couple of months as the TGA and ATAGI look at it, people are trained [to deliver the jab] and we get the vaccine”. [SMH] #COVID19",2022-06-19 01:37:03+00:00,2022-06-19 01:37:03+00:00,[None],,0,1,3,0
49624197,mearlwilliams,3864,17194,,"Location, Location, Location","UTTER EVIL. But guess what #KingHerod loses. #FDA authorizes #Pfizer , #Moderna #Covid19 #vaccines for #babies , toddlers https://t.co/KGV0SXjzDs",2022-06-18 18:07:42+00:00,2022-06-18 18:07:42+00:00,[None],,0,0,0,0
2160416125,DJSlugsworth,956,8843,Obsessively putting small puzzle pieces together so that all may glimpse the entire grand picture...,,"#Coronavirus (#COVID19) #Update: #FDA #authorizes #Moderna and #Pfizer #BioNTech COVID-19 #vaccines for #children down to #6Months of age

https://t.co/IVgQqcPDYW https://t.co/5p5UFtqeqM",2022-06-18 17:51:06+00:00,2022-06-18 17:51:06+00:00,[None],,0,0,0,0
16215298,siushi,8266,112515,producer • designer • creator • #COVID19 writer • asian american culture & community builder // @uclasfph @andrewyang @fungbros @626nightmarket // 🎓@ucla,626 • los angeles // new york city,"JUST IN: #CDC advisers vote unanimously to recommend both #Pfizer and #Moderna #COVIDvaccine for children 6 months to &lt;5 years old. 

the #COVID19 #vaccines will be available (except in #Florida) as soon as @CDCDirector signs off, which is expected in coming hours.",2022-06-18 17:50:16+00:00,2022-06-18 17:50:16+00:00,[None],,0,0,0,0
1098113436578340864,kawataru_j,10266,3882,"Producer, writer, movie, script, photography",日本,The U.S. Food and Drug Administration authorized the emergency use of #COVID19 #vaccines developed by #Pfizer Inc. and #Moderna Inc. to include children as young as 6 months old. #coronavirus #vaccine #BioNTech #UnitedStates 👶😢🚼🍼🍼💉💉💉 https://t.co/41wTp9Cn0B,2022-06-18 11:00:03+00:00,2022-06-18 11:00:03+00:00,[None],,5,1,94,1
1493332839105974278,_Prometeusz_,33,4856,,,"Additional link: ""#Vaccines and Related Biological Products Advisory Committee – 6/15/2022"" ( https://t.co/pMmPXDQL76 ) #COVID19 #SARSCoV2 #VaccineSideEffects #EarlyTreatmentWorks #mRNA #transfection #Pfizer #Moderna $PFE $MRNA",2022-06-18 10:50:04+00:00,2022-06-18 10:50:04+00:00,[None],,0,0,0,0
21352313,yagbebi,4926,466717,"ENTJ-A. Delightfully Black, Humanist Socialist, LiberationChristian. All Lives Won’t Matter UNTIL #BlackLivesMatter The Red-Wall of Useful Idiots won’t like me.","Plagued, Racist Island","“FDA authorizes #Pfizer’s and #Moderna’s #Covid19 #vaccines for children as young as 6 months” by @CNBC 
https://t.co/IOxQS7gz62",2022-06-18 10:49:37+00:00,2022-06-18 10:49:37+00:00,[None],,0,0,0,0
1536845727447535616,TRUTHER2023,13,425,"I SHARE FACTS, NEWS, AND TRUTH. TO HELP SAVE HUMANITY! I WAS SUSPENDED BUT WILL NOT GIVE UP. FOLLOW ME TO MAKE US ALL STRONGER",,"Covid-19 Injectable Bioweapons I can keep them coming

#COVID19 #posion #vaccines
#vaccineinjuries #pfizer #Moderna

https://t.co/anPnJwf74c",2022-06-18 08:27:28+00:00,2022-06-18 08:27:28+00:00,[None],,0,0,0,0
1551479125,vaccineflstate,446,4224,Locating vaccine sites in #Florida. 💉💪 Trying to give back to my community by volunteering virtually. I am not associated with any government agency or group.,"Miami, FL","FDA authorizes Covid-19 vaccines for younger children (to include children as young as 6 months) 🚨🚨🚨

https://t.co/zcWw4Z7S2C

#COVID19 #Vaccines #children #Moderna #Pfizer",2022-06-17 14:59:21+00:00,2022-06-17 14:59:21+00:00,[None],,1,0,0,0
983096706433724416,AsiliAnga,330,19823,"""ForTheManyNotTheFew"".   The Leap Manifesto.   StopFord.   Settler.
           Retweets not necessarily = endorsement!",Turtle Island,"""FDA Advisors Unanimously Endorse Pfizer, Moderna COVID Shots for Infants and Young Kids, Ignore Pleas to ‘First Do No Harm’""

#FDA #Pfizer #Moderna #Covid19 #Covid #Vaccines #BigPharma #Children #Ottawa #Cdnpoli #medtwitter https://t.co/4hDBolIdej",2022-06-16 18:39:37+00:00,2022-06-16 18:39:37+00:00,[None],,1,0,2,0
1451620126374211589,AliciaCecc,1074,1915,Freelance journalist with focus on health related topics. Submit tips to writer.a.ceccarelli@gmail.com,South Florida,Anyone have thoughts for the members of the #FDA meeting on 6/14 &amp; 6/15?  Here are their emails. #Moderna #Pfizer #mRNA #COVID19 #coronavirus #vaccines #vaccineinjuries #Pediatrics,2022-06-16 17:13:51+00:00,2022-06-16 17:13:51+00:00,[None],,3,1,4,0
29909029,ElleLatham,822,52866,Fmr Actor/Writer/Director Current Photog Photos: https://t.co/yEMtqmDwop Podcast Hostess & Researcher. Sometimes I find the truth and share it on this shithole website.,"Hollywood, CA for some reason","A poll for parents of small children: would you give your small child (under 5 years old) either a #Moderna COVID-19 vaccine or a #Pfizer COVID-19 vaccine? If you vote yes to one over the other, feel free to reply with which one you prefer. #Poll #COVID19 #Vaccines #Children",2022-06-16 04:17:07+00:00,2022-06-16 04:17:07+00:00,[None],,3,0,0,0
68599588,greenurlifenow,2378,338591,"Greener World, Better World, World Vision Child Sponsor",Vancouver,"#FDA Panel Recommends #Moderna and #Pfizer #Covid19 #Vaccines for Children Aged 6 Months and Older.

🇺🇸

https://t.co/TpIYqfswgh",2022-06-15 20:56:58+00:00,2022-06-15 20:56:58+00:00,[None],,0,0,0,0
1467806874326110209,carwaxo,46,38850,Carwaxo is websites where you get news about auto and car,,"FDA advisors support emergency use of Moderna, Pfizer COVID-19 vaccines in children #bitcoin #FDA #advisors #support #emergency #Moderna #Pfizer #COVID19 #vaccines #children https://t.co/RaQL1WtWF0",2022-06-15 20:35:43+00:00,2022-06-15 20:35:43+00:00,[None],,1,0,2,0
118027821,junisidro,430,71664,Hello. Greetings of Peace. I'm Jun,"Manila, Philippines",📷 FDA’s outside vaccine advisers gave a thumbs-up to #Moderna’s two shots for the kids under 5. The panel is set to vote later Wednesday on whether to also recommend #Pfizer’s three-shot series for those youngsters. #COVID19 #vaccines... https://t.co/arTVG5zN4V,2022-06-15 19:29:27+00:00,2022-06-15 19:29:27+00:00,[None],,0,0,0,0
118027821,junisidro,430,71664,Hello. Greetings of Peace. I'm Jun,"Manila, Philippines","FDA's outside vaccine advisers gave a thumbs-up to #Moderna’s two shots for the kids under 5. The panel is set to vote later Wednesday on whether to also recommend #Pfizer’s three-shot series for those youngsters.
#COVID19 #vaccines #toddler #infant #kids

https://t.co/JrSDzmKy7b https://t.co/66dccNxCnE",2022-06-15 19:28:46+00:00,2022-06-15 19:28:46+00:00,[None],,2,0,8,0
1551479125,vaccineflstate,446,4224,Locating vaccine sites in #Florida. 💉💪 Trying to give back to my community by volunteering virtually. I am not associated with any government agency or group.,"Miami, FL","✅ Chipley 🚨 Wednesday, June 15, 2022
COVID-19 Vaccines or Boosters Available 
Northwest Florida Community Hospital
NFCH Specialty Center
Hours: 1 pm - 3 pm 

#NFCH #COVID19 #Vaccines #Chipley #Florida #WashingtonCounty #Moderna #Pfizer #JNJ @WashingtonCoFl @NFCHospital https://t.co/8bfwZcgZJv",2022-06-13 23:47:10+00:00,2022-06-13 23:47:10+00:00,[None],,1,0,0,0
48603393,RuffianAngel,688,3060,"Start pushing hard for a negotiated end to USA proxy war in Ukraine.
Writer / Musician / Photog / Journo / Tips: ed@fpm.news
https://t.co/VP7jQFf0oq
https://t.co/dc4KBeZunU",Canada +1 4168362497 Telegram,"Vaccinated Mick Jagger infected &amp; Trudeau reinfected
Where is the #COVID19 Vaccine to prevent onward transmission?

#Pfizer  #BioNTech  &amp; #Moderna  have made a killing with #vaccines that barely work. I hope they spend their $Billions on vaccine-prevention of #SARSCoV2  infection https://t.co/xPliANF1qa",2022-06-13 19:52:36+00:00,2022-06-13 19:52:36+00:00,[None],,8,5,16,4
1523709538473590786,rich_vancamp,658,2288,"👽✌️ Animal Rights Activist | MD | Surgeon | Vegan🌱 

I am a proud supporter of ➤@ALF_Liberation 💖 @mysticrebelle 💖

Instagram ➤https://t.co/Vek8CEglBm",,"Just sayin'.

#EU 
#WEF
#NWO 
#Pfizer
#Europe
#QRCode 
#Moderna
#Biontech
#vaccines
#COVID19 
#FuckNWO
#covidpass
#Killuminati
#impfpflicht
#GreatReset
#Vaccinepass
#FuckTheSystem
#VaccineMandate
#ImpftEuchInsKnie
#VaccinePassports
#VaccineSideEffects
#LauterbachRuecktrittJetzt https://t.co/QhS4cuaa9R",2022-06-12 10:26:56+00:00,2022-06-12 10:26:56+00:00,[None],,2,3,8,0
1457101784095330311,JamesBo70462781,1128,8124,British Agent,,"So should I get another Booster?  Will masking up help?
#vaccines #Moderna #COVID19 #Pfizer #mRNA https://t.co/1H9gN1Rf9Z",2022-06-11 01:35:52+00:00,2022-06-11 01:35:52+00:00,[None],,0,0,5,0
4492333153,rfpa_official27,638,599,"Youtube: RFPA Vlog
Facebook: Russell Francis Alolino
Instagram: @ russellfrancisofficial
Tiktok: @ russellfrancispalolino","Bukidnon, Philippines","I got my Booster Covid-19 Vaccine today!  💉💉💉

1st Dose : PFizer
2nd Dose: PFizer
1st Booster: Moderna

#COVID19 
#vaccines 
#Pfizer 
#Moderna",2022-06-10 04:46:48+00:00,2022-06-10 04:46:48+00:00,[None],,0,0,1,0
1502032088572309504,kwaglobal,18,2368,"News, info and strategies to survive and thrive in perilous times, using the timeless wisdom of the Christian Scriptures as a guide.",Canada,Neither the #Pfizer nor #Moderna #mRNA #vaccines are effective at protecting against #COVID19: https://t.co/b63A2SelYn,2022-06-07 05:16:20+00:00,2022-06-07 05:16:20+00:00,[None],,1,0,1,1
97300546,3rdsource_,6841,49993,Air born. Stop manufactured history and news. An eclipse of a fictional reality. Innovation,Here & where my mind takes me.,"Studies have found that both the #Pfizer  and #Moderna  #vaccines offer almost no protection against #COVID #COVID19 over time, particularly against the #Omicron  #variant. https://t.co/yd2x7DbdPG @TheAtlantic",2022-06-05 17:54:44+00:00,2022-06-05 17:54:44+00:00,[None],,0,0,4,0
781235054919946240,PMPmagToday,5574,40056,News magazine since 2016 || Fact-based analyses • Thought-provoking opinions • Editorially independent || Help us now: https://t.co/0HPkWAKbpK,‘Politics Means Politics’,"As #children under five represent the only age group yet to have a #COVID19 vaccine approved for use, #Pfizer and #Moderna have both recently reported results for their COVID-19 #vaccines in the youngest children. | @PMPmagToday

https://t.co/4pVQaQjPNL",2022-06-05 03:22:56+00:00,2022-06-05 03:22:56+00:00,[None],,5,0,3,0
1452026601323913216,MyBarbieNFTs,23,1021,Follow me,"Beijing, People's Republic of China","New COVID-19 vaccine Side Effects in 2022. After Inoculation, Why Arm Ache? #Vaccines #Pfizer #Moderna #pfizerdocuments #Omicron #Covid19 #MustWatchSamratPrithviraj #MariaIsRight #MPESAGlobalPay #VaccineSideEffects #monkeypox #MonkeypoxVirus 
https://t.co/7T4bGjmAJp",2022-06-04 10:31:08+00:00,2022-06-04 10:31:08+00:00,[None],,0,0,0,0
